model,task,pass@1_value
GPT-3.5_C,Interpolation,0.0
GPT-3.5_C,IPAddress,1.0
GPT-3.5_C,IpUtil,0.0
GPT-3.5_C,JobMarketplace,0.0
GPT-3.5_C,JSONProcessor,0.0
GPT-3.5_C,KappaCalculator,0.0
GPT-3.5_C,Lemmatization,0.0
GPT-3.5_C,LongestWord,0.0
GPT-3.5_C,MahjongConnect,0.0
GPT-3.5_C,Manacher,0.0
GPT-3.5_C,MetricsCalculator,0.0
GPT-3.5_C,MetricsCalculator2,0.0
GPT-3.5_C,MinesweeperGame,0.0
GPT-3.5_C,MovieBookingSystem,0.0
GPT-3.5_C,MovieTicketDB,0.0
GPT-3.5_C,MusicPlayer,0.0
GPT-3.5_C,NLPDataProcessor,0.0
GPT-3.5_C,NLPDataProcessor2,0.0
GPT-3.5_C,NumberConverter,1.0
GPT-3.5_C,NumberWordFormatter,0.0
GPT-3.5_C,NumericEntityUnescaper,0.0
GPT-3.5_C,Order,0.0
GPT-3.5_C,PageUtil,0.0
GPT-3.5_C,PDFHandler,0.0
GPT-3.5_C,PersonRequest,1.0
GPT-3.5_C,PushBoxGame,1.0
GPT-3.5_C,RegexUtils,0.0
GPT-3.5_C,RPGCharacter,0.0
GPT-3.5_C,Server,0.0
GPT-3.5_C,ShoppingCart,1.0
GPT-3.5_C,SignInSystem,0.0
GPT-3.5_C,Snake,0.0
GPT-3.5_C,SplitSentence,0.0
GPT-3.5_C,SQLGenerator,1.0
GPT-3.5_C,SQLQueryBuilder,1.0
GPT-3.5_C,Statistics3,0.0
GPT-3.5_C,StockPortfolioTracker,0.0
GPT-3.5_C,StudentDatabaseProcessor,1.0
GPT-3.5_C,TextFileProcessor,0.0
GPT-3.5_C,Thermostat,0.0
GPT-3.5_C,TicTacToe,0.0
GPT-3.5_C,TimeUtils,1.0
GPT-3.5_C,TriCalculator,0.0
GPT-3.5_C,TwentyFourPointGame,0.0
GPT-3.5_C,URLHandler,0.0
GPT-3.5_C,UrlPath,0.0
GPT-3.5_C,UserLoginDB,0.0
GPT-3.5_C,VectorUtil,0.0
GPT-3.5_C,VendingMachine,0.0
GPT-3.5_C,Warehouse,0.0
GPT-3.5_C,WeatherSystem,0.0
GPT-3.5_C,Words2Numbers,0.0
GPT-3.5_C,XMLProcessor,0.0
GPT-3.5_C,ZipFileProcessor,1.0
GPT-3.5_H,AccessGatewayFilter,0.0
GPT-3.5_H,AreaCalculator,0.0
GPT-3.5_H,ArgumentParser,0.0
GPT-3.5_H,ArrangementCalculator,0.0
GPT-3.5_H,AssessmentSystem,1.0
GPT-3.5_H,AutomaticGuitarSimulator,0.0
GPT-3.5_H,AvgPartition,1.0
GPT-3.5_H,BalancedBrackets,1.0
GPT-3.5_H,BankAccount,1.0
GPT-3.5_H,BigNumCalculator,1.0
GPT-3.5_H,BinaryDataProcessor,1.0
GPT-3.5_H,BitStatusUtil,1.0
GPT-3.5_H,BlackjackGame,0.0
GPT-3.5_H,BookManagement,0.0
GPT-3.5_H,BookManagementDB,0.0
GPT-3.5_H,BoyerMooreSearch,0.0
GPT-3.5_H,Calculator,0.0
GPT-3.5_H,CalendarUtil,0.0
GPT-3.5_H,CamelCaseMap,1.0
GPT-3.5_H,ChandrasekharSieve,0.0
GPT-3.5_H,Chat,0.0
GPT-3.5_H,Classroom,1.0
GPT-3.5_H,ClassRegistrationSystem,0.0
GPT-3.5_H,CombinationCalculator,0.0
GPT-3.5_H,ComplexCalculator,1.0
GPT-3.5_H,CookiesUtil,0.0
GPT-3.5_H,CSVProcessor,1.0
GPT-3.5_H,CurrencyConverter,1.0
GPT-3.5_H,DatabaseProcessor,0.0
GPT-3.5_H,DataStatistics,1.0
GPT-3.5_H,DataStatistics2,0.0
GPT-3.5_H,DataStatistics4,0.0
GPT-3.5_H,DecryptionUtils,0.0
GPT-3.5_H,DiscountStrategy,0.0
GPT-3.5_H,DocFileHandler,0.0
GPT-3.5_H,EightPuzzle,0.0
GPT-3.5_H,EmailClient,0.0
GPT-3.5_H,EncryptionUtils,0.0
GPT-3.5_H,ExcelProcessor,0.0
GPT-3.5_H,ExpressionCalculator,0.0
GPT-3.5_H,FitnessTracker,1.0
GPT-3.5_H,GomokuGame,0.0
GPT-3.5_H,Hotel,1.0
GPT-3.5_H,HRManagementSystem,0.0
GPT-3.5_H,HtmlUtil,0.0
GPT-3.5_H,ImageProcessor,0.0
GPT-3.5_H,Interpolation,0.0
GPT-3.5_H,IPAddress,1.0
GPT-3.5_H,IpUtil,0.0
GPT-3.5_H,JobMarketplace,0.0
GPT-3.5_H,JSONProcessor,1.0
GPT-3.5_H,KappaCalculator,0.0
GPT-3.5_H,Lemmatization,0.0
GPT-3.5_H,LongestWord,0.0
GPT-3.5_H,MahjongConnect,0.0
GPT-3.5_H,Manacher,0.0
GPT-3.5_H,MetricsCalculator,0.0
GPT-3.5_H,MetricsCalculator2,0.0
GPT-3.5_H,MinesweeperGame,0.0
GPT-3.5_H,MovieBookingSystem,0.0
GPT-3.5_H,MovieTicketDB,0.0
GPT-3.5_H,MusicPlayer,0.0
GPT-3.5_H,NLPDataProcessor,0.0
GPT-3.5_H,NLPDataProcessor2,0.0
GPT-3.5_H,NumberConverter,1.0
GPT-3.5_H,NumberWordFormatter,0.0
GPT-3.5_H,NumericEntityUnescaper,1.0
GPT-3.5_H,Order,0.0
GPT-3.5_H,PageUtil,0.0
GPT-3.5_H,PDFHandler,0.0
GPT-3.5_H,PersonRequest,0.0
GPT-3.5_H,PushBoxGame,0.0
GPT-3.5_H,RegexUtils,0.0
GPT-3.5_H,RPGCharacter,0.0
GPT-3.5_H,Server,0.0
GPT-3.5_H,ShoppingCart,1.0
GPT-3.5_H,SignInSystem,1.0
GPT-3.5_H,Snake,0.0
GPT-3.5_H,SplitSentence,0.0
GPT-3.5_H,SQLGenerator,1.0
GPT-3.5_H,SQLQueryBuilder,1.0
GPT-3.5_H,Statistics3,0.0
GPT-3.5_H,StockPortfolioTracker,0.0
GPT-3.5_H,StudentDatabaseProcessor,0.0
GPT-3.5_H,TextFileProcessor,0.0
GPT-3.5_H,Thermostat,0.0
GPT-3.5_H,TicTacToe,1.0
GPT-3.5_H,TimeUtils,1.0
GPT-3.5_H,TriCalculator,0.0
GPT-3.5_H,TwentyFourPointGame,0.0
GPT-3.5_H,URLHandler,0.0
GPT-3.5_H,UrlPath,0.0
GPT-3.5_H,UserLoginDB,0.0
GPT-3.5_H,VectorUtil,0.0
GPT-3.5_H,VendingMachine,0.0
GPT-3.5_H,Warehouse,1.0
GPT-3.5_H,WeatherSystem,0.0
GPT-3.5_H,Words2Numbers,0.0
GPT-3.5_H,XMLProcessor,0.0
GPT-3.5_H,ZipFileProcessor,0.0
GPT-3.5_I,AccessGatewayFilter,0.0
GPT-3.5_I,AreaCalculator,0.0
GPT-3.5_I,ArgumentParser,0.0
GPT-3.5_I,ArrangementCalculator,0.0
GPT-3.5_I,AssessmentSystem,1.0
GPT-3.5_I,AutomaticGuitarSimulator,0.0
GPT-3.5_I,AvgPartition,0.0
GPT-3.5_I,BalancedBrackets,1.0
GPT-3.5_I,BankAccount,1.0
GPT-3.5_I,BigNumCalculator,0.0
GPT-3.5_I,BinaryDataProcessor,0.0
GPT-3.5_I,BitStatusUtil,0.0
GPT-3.5_I,BlackjackGame,0.0
GPT-3.5_I,BookManagement,0.0
GPT-3.5_I,BookManagementDB,0.0
GPT-3.5_I,BoyerMooreSearch,0.0
GPT-3.5_I,Calculator,0.0
GPT-3.5_I,CalendarUtil,0.0
GPT-3.5_I,CamelCaseMap,0.0
GPT-3.5_I,ChandrasekharSieve,1.0
GPT-3.5_I,Chat,0.0
GPT-3.5_I,Classroom,1.0
GPT-3.5_I,ClassRegistrationSystem,1.0
GPT-3.5_I,CombinationCalculator,0.0
GPT-3.5_I,ComplexCalculator,0.0
GPT-3.5_I,CookiesUtil,0.0
GPT-3.5_I,CSVProcessor,1.0
GPT-3.5_I,CurrencyConverter,0.0
GPT-3.5_I,DatabaseProcessor,1.0
GPT-3.5_I,DataStatistics,0.0
GPT-3.5_I,DataStatistics2,1.0
GPT-3.5_I,DataStatistics4,0.0
GPT-3.5_I,DecryptionUtils,0.0
GPT-3.5_I,DiscountStrategy,0.0
GPT-3.5_I,DocFileHandler,0.0
GPT-3.5_I,EightPuzzle,1.0
GPT-3.5_I,EmailClient,0.0
GPT-3.5_I,EncryptionUtils,0.0
GPT-3.5_I,ExcelProcessor,0.0
GPT-3.5_I,ExpressionCalculator,0.0
GPT-3.5_I,FitnessTracker,1.0
GPT-3.5_I,GomokuGame,1.0
GPT-3.5_I,Hotel,1.0
GPT-3.5_I,HRManagementSystem,0.0
GPT-3.5_I,HtmlUtil,0.0
GPT-3.5_I,ImageProcessor,0.0
GPT-3.5_I,Interpolation,0.0
GPT-3.5_I,IPAddress,1.0
GPT-3.5_I,IpUtil,0.0
GPT-3.5_I,JobMarketplace,0.0
GPT-3.5_I,JSONProcessor,0.0
GPT-3.5_I,KappaCalculator,0.0
GPT-3.5_I,Lemmatization,0.0
GPT-3.5_I,LongestWord,0.0
GPT-3.5_I,MahjongConnect,0.0
GPT-3.5_I,Manacher,0.0
GPT-3.5_I,MetricsCalculator,0.0
GPT-3.5_I,MetricsCalculator2,0.0
GPT-3.5_I,MinesweeperGame,0.0
GPT-3.5_I,MovieBookingSystem,0.0
GPT-3.5_I,MovieTicketDB,0.0
GPT-3.5_I,MusicPlayer,0.0
GPT-3.5_I,NLPDataProcessor,0.0
GPT-3.5_I,NLPDataProcessor2,1.0
GPT-3.5_I,NumberConverter,1.0
GPT-3.5_I,NumberWordFormatter,0.0
GPT-3.5_I,NumericEntityUnescaper,0.0
GPT-3.5_I,Order,0.0
GPT-3.5_I,PageUtil,0.0
GPT-3.5_I,PDFHandler,0.0
GPT-3.5_I,PersonRequest,1.0
GPT-3.5_I,PushBoxGame,1.0
GPT-3.5_I,RegexUtils,0.0
GPT-3.5_I,RPGCharacter,0.0
GPT-3.5_I,Server,0.0
GPT-3.5_I,ShoppingCart,1.0
GPT-3.5_I,SignInSystem,1.0
GPT-3.5_I,Snake,0.0
GPT-3.5_I,SplitSentence,0.0
GPT-3.5_I,SQLGenerator,1.0
GPT-3.5_I,SQLQueryBuilder,1.0
GPT-3.5_I,Statistics3,0.0
GPT-3.5_I,StockPortfolioTracker,0.0
GPT-3.5_I,StudentDatabaseProcessor,1.0
GPT-3.5_I,TextFileProcessor,0.0
GPT-3.5_I,Thermostat,0.0
GPT-3.5_I,TicTacToe,1.0
GPT-3.5_I,TimeUtils,1.0
GPT-3.5_I,TriCalculator,0.0
GPT-3.5_I,TwentyFourPointGame,0.0
GPT-3.5_I,URLHandler,0.0
GPT-3.5_I,UrlPath,0.0
GPT-3.5_I,UserLoginDB,0.0
GPT-3.5_I,VectorUtil,0.0
GPT-3.5_I,VendingMachine,0.0
GPT-3.5_I,Warehouse,1.0
GPT-3.5_I,WeatherSystem,0.0
GPT-3.5_I,Words2Numbers,0.0
GPT-3.5_I,XMLProcessor,0.0
GPT-3.5_I,ZipFileProcessor,1.0
GPT-4_C,AccessGatewayFilter,0.0
GPT-4_C,AreaCalculator,1.0
GPT-4_C,ArgumentParser,0.0
GPT-4_C,ArrangementCalculator,0.0
GPT-4_C,AssessmentSystem,1.0
GPT-4_C,AutomaticGuitarSimulator,0.0
GPT-4_C,AvgPartition,1.0
GPT-4_C,BalancedBrackets,1.0
GPT-4_C,BankAccount,0.0
GPT-4_C,BigNumCalculator,1.0
GPT-4_C,BinaryDataProcessor,0.0
GPT-4_C,BitStatusUtil,1.0
GPT-4_C,BlackjackGame,0.0
GPT-4_C,BookManagement,0.0
GPT-4_C,BookManagementDB,0.0
GPT-4_C,BoyerMooreSearch,1.0
GPT-4_C,Calculator,1.0
GPT-4_C,CalendarUtil,0.0
GPT-4_C,CamelCaseMap,0.0
GPT-4_C,ChandrasekharSieve,1.0
GPT-4_C,Chat,0.0
GPT-4_C,Classroom,0.0
GPT-4_C,ClassRegistrationSystem,1.0
GPT-4_C,CombinationCalculator,0.0
GPT-4_C,ComplexCalculator,1.0
GPT-4_C,CookiesUtil,0.0
GPT-4_C,CSVProcessor,1.0
GPT-4_C,CurrencyConverter,1.0
GPT-4_C,DatabaseProcessor,1.0
GPT-4_C,DataStatistics,1.0
GPT-4_C,DataStatistics2,0.0
GPT-4_C,DataStatistics4,0.0
GPT-4_C,DecryptionUtils,0.0
GPT-4_C,DiscountStrategy,0.0
GPT-4_C,DocFileHandler,0.0
GPT-4_C,EightPuzzle,0.0
GPT-4_C,EmailClient,0.0
GPT-4_C,EncryptionUtils,0.0
GPT-4_C,ExcelProcessor,0.0
GPT-4_C,ExpressionCalculator,0.0
GPT-4_C,FitnessTracker,0.0
GPT-4_C,GomokuGame,1.0
GPT-4_C,Hotel,1.0
GPT-4_C,HRManagementSystem,0.0
GPT-4_C,HtmlUtil,0.0
GPT-4_C,ImageProcessor,0.0
GPT-4_C,Interpolation,0.0
GPT-4_C,IPAddress,1.0
GPT-4_C,IpUtil,0.0
GPT-4_C,JobMarketplace,0.0
GPT-4_C,JSONProcessor,0.0
GPT-4_C,KappaCalculator,0.0
GPT-4_C,Lemmatization,0.0
GPT-4_C,LongestWord,0.0
GPT-4_C,MahjongConnect,0.0
GPT-4_C,Manacher,0.0
GPT-4_C,MetricsCalculator,0.0
GPT-4_C,MetricsCalculator2,0.0
GPT-4_C,MinesweeperGame,0.0
GPT-4_C,MovieBookingSystem,0.0
GPT-4_C,MovieTicketDB,1.0
GPT-4_C,MusicPlayer,1.0
GPT-4_C,NLPDataProcessor,0.0
GPT-4_C,NLPDataProcessor2,1.0
GPT-4_C,NumberConverter,0.0
GPT-4_C,NumberWordFormatter,0.0
GPT-4_C,NumericEntityUnescaper,0.0
GPT-4_C,Order,0.0
GPT-4_C,PageUtil,0.0
GPT-4_C,PDFHandler,0.0
GPT-4_C,PersonRequest,0.0
GPT-4_C,PushBoxGame,1.0
GPT-4_C,RegexUtils,0.0
GPT-4_C,RPGCharacter,0.0
GPT-4_C,Server,0.0
GPT-4_C,ShoppingCart,1.0
GPT-4_C,SignInSystem,1.0
GPT-4_C,Snake,0.0
GPT-4_C,SplitSentence,0.0
GPT-4_C,SQLGenerator,1.0
GPT-4_C,SQLQueryBuilder,0.0
GPT-4_C,Statistics3,0.0
GPT-4_C,StockPortfolioTracker,0.0
GPT-4_C,StudentDatabaseProcessor,1.0
GPT-4_C,TextFileProcessor,0.0
GPT-4_C,Thermostat,0.0
GPT-4_C,TicTacToe,1.0
GPT-4_C,TimeUtils,1.0
GPT-4_C,TriCalculator,0.0
GPT-4_C,TwentyFourPointGame,0.0
GPT-4_C,URLHandler,0.0
GPT-4_C,UrlPath,0.0
GPT-4_C,UserLoginDB,0.0
GPT-4_C,VectorUtil,0.0
GPT-4_C,VendingMachine,0.0
GPT-4_C,Warehouse,0.0
GPT-4_C,WeatherSystem,0.0
GPT-4_C,Words2Numbers,0.0
GPT-4_C,XMLProcessor,0.0
GPT-4_C,ZipFileProcessor,1.0
GPT-4_H,AccessGatewayFilter,0.0
GPT-4_H,AreaCalculator,1.0
GPT-4_H,ArgumentParser,0.0
GPT-4_H,ArrangementCalculator,0.0
GPT-4_H,AssessmentSystem,1.0
GPT-4_H,AutomaticGuitarSimulator,0.0
GPT-4_H,AvgPartition,1.0
GPT-4_H,BalancedBrackets,1.0
GPT-4_H,BankAccount,1.0
GPT-4_H,BigNumCalculator,1.0
GPT-4_H,BinaryDataProcessor,0.0
GPT-4_H,BitStatusUtil,1.0
GPT-4_H,BlackjackGame,0.0
GPT-4_H,BookManagement,0.0
GPT-4_H,BookManagementDB,0.0
GPT-4_H,BoyerMooreSearch,0.0
GPT-4_H,Calculator,1.0
GPT-4_H,CalendarUtil,0.0
GPT-4_H,CamelCaseMap,1.0
GPT-4_H,ChandrasekharSieve,1.0
GPT-4_H,Chat,0.0
GPT-4_H,Classroom,0.0
GPT-4_H,ClassRegistrationSystem,0.0
GPT-4_H,CombinationCalculator,0.0
GPT-4_H,ComplexCalculator,1.0
GPT-4_H,CookiesUtil,0.0
GPT-4_H,CSVProcessor,1.0
GPT-4_H,CurrencyConverter,1.0
GPT-4_H,DatabaseProcessor,0.0
GPT-4_H,DataStatistics,1.0
GPT-4_H,DataStatistics2,0.0
GPT-4_H,DataStatistics4,0.0
GPT-4_H,DecryptionUtils,0.0
GPT-4_H,DiscountStrategy,1.0
GPT-4_H,DocFileHandler,0.0
GPT-4_H,EightPuzzle,0.0
GPT-4_H,EmailClient,0.0
GPT-4_H,EncryptionUtils,0.0
GPT-4_H,ExcelProcessor,0.0
GPT-4_H,ExpressionCalculator,0.0
GPT-4_H,FitnessTracker,1.0
GPT-4_H,GomokuGame,0.0
GPT-4_H,Hotel,1.0
GPT-4_H,HRManagementSystem,0.0
GPT-4_H,HtmlUtil,0.0
GPT-4_H,ImageProcessor,0.0
GPT-4_H,Interpolation,0.0
GPT-4_H,IPAddress,1.0
GPT-4_H,IpUtil,0.0
GPT-4_H,JobMarketplace,0.0
GPT-4_H,JSONProcessor,0.0
GPT-4_H,KappaCalculator,0.0
GPT-4_H,Lemmatization,0.0
GPT-4_H,LongestWord,0.0
GPT-4_H,MahjongConnect,0.0
GPT-4_H,Manacher,0.0
GPT-4_H,MetricsCalculator,0.0
GPT-4_H,MetricsCalculator2,0.0
GPT-4_H,MinesweeperGame,0.0
GPT-4_H,MovieBookingSystem,1.0
GPT-4_H,MovieTicketDB,1.0
GPT-4_H,MusicPlayer,1.0
GPT-4_H,NLPDataProcessor,0.0
GPT-4_H,NLPDataProcessor2,1.0
GPT-4_H,NumberConverter,1.0
GPT-4_H,NumberWordFormatter,0.0
GPT-4_H,NumericEntityUnescaper,1.0
GPT-4_H,Order,1.0
GPT-4_H,PageUtil,0.0
GPT-4_H,PDFHandler,0.0
GPT-4_H,PersonRequest,1.0
GPT-4_H,PushBoxGame,0.0
GPT-4_H,RegexUtils,1.0
GPT-4_H,RPGCharacter,1.0
GPT-4_H,Server,0.0
GPT-4_H,ShoppingCart,1.0
GPT-4_H,SignInSystem,1.0
GPT-4_H,Snake,0.0
GPT-4_H,SplitSentence,0.0
GPT-4_H,SQLGenerator,1.0
GPT-4_H,SQLQueryBuilder,1.0
GPT-4_H,Statistics3,0.0
GPT-4_H,StockPortfolioTracker,0.0
GPT-4_H,StudentDatabaseProcessor,1.0
GPT-4_H,TextFileProcessor,0.0
GPT-4_H,Thermostat,0.0
GPT-4_H,TicTacToe,1.0
GPT-4_H,TimeUtils,0.0
GPT-4_H,TriCalculator,0.0
GPT-4_H,TwentyFourPointGame,0.0
GPT-4_H,URLHandler,0.0
GPT-4_H,UrlPath,0.0
GPT-4_H,UserLoginDB,0.0
GPT-4_H,VectorUtil,1.0
GPT-4_H,VendingMachine,0.0
GPT-4_H,Warehouse,1.0
GPT-4_H,WeatherSystem,0.0
GPT-4_H,Words2Numbers,0.0
GPT-4_H,XMLProcessor,0.0
GPT-4_H,ZipFileProcessor,1.0
GPT-4_I,AccessGatewayFilter,0.0
GPT-4_I,AreaCalculator,1.0
GPT-4_I,ArgumentParser,0.0
GPT-4_I,ArrangementCalculator,0.0
GPT-4_I,AssessmentSystem,1.0
GPT-4_I,AutomaticGuitarSimulator,0.0
GPT-4_I,AvgPartition,1.0
GPT-4_I,BalancedBrackets,1.0
GPT-4_I,BankAccount,1.0
GPT-4_I,BigNumCalculator,0.0
GPT-4_I,BinaryDataProcessor,0.0
GPT-4_I,BitStatusUtil,0.0
GPT-4_I,BlackjackGame,0.0
GPT-4_I,BookManagement,1.0
GPT-4_I,BookManagementDB,0.0
GPT-4_I,BoyerMooreSearch,0.0
GPT-4_I,Calculator,0.0
GPT-4_I,CalendarUtil,0.0
GPT-4_I,CamelCaseMap,0.0
GPT-4_I,ChandrasekharSieve,1.0
GPT-4_I,Chat,0.0
GPT-4_I,Classroom,0.0
GPT-4_I,ClassRegistrationSystem,0.0
GPT-4_I,CombinationCalculator,0.0
GPT-4_I,ComplexCalculator,0.0
GPT-4_I,CookiesUtil,0.0
GPT-4_I,CSVProcessor,1.0
GPT-4_I,CurrencyConverter,1.0
GPT-4_I,DatabaseProcessor,0.0
GPT-4_I,DataStatistics,0.0
GPT-4_I,DataStatistics2,0.0
GPT-4_I,DataStatistics4,0.0
GPT-4_I,DecryptionUtils,0.0
GPT-4_I,DiscountStrategy,1.0
GPT-4_I,DocFileHandler,0.0
GPT-4_I,EightPuzzle,0.0
GPT-4_I,EmailClient,0.0
GPT-4_I,EncryptionUtils,0.0
GPT-4_I,ExcelProcessor,0.0
GPT-4_I,ExpressionCalculator,0.0
GPT-4_I,FitnessTracker,1.0
GPT-4_I,GomokuGame,1.0
GPT-4_I,Hotel,1.0
GPT-4_I,HRManagementSystem,0.0
GPT-4_I,HtmlUtil,0.0
GPT-4_I,ImageProcessor,0.0
GPT-4_I,Interpolation,0.0
GPT-4_I,IPAddress,1.0
GPT-4_I,IpUtil,0.0
GPT-4_I,JobMarketplace,0.0
GPT-4_I,JSONProcessor,0.0
GPT-4_I,KappaCalculator,0.0
GPT-4_I,Lemmatization,0.0
GPT-4_I,LongestWord,0.0
GPT-4_I,MahjongConnect,0.0
GPT-4_I,Manacher,0.0
GPT-4_I,MetricsCalculator,0.0
GPT-4_I,MetricsCalculator2,0.0
GPT-4_I,MinesweeperGame,0.0
GPT-4_I,MovieBookingSystem,1.0
GPT-4_I,MovieTicketDB,1.0
GPT-4_I,MusicPlayer,0.0
GPT-4_I,NLPDataProcessor,0.0
GPT-4_I,NLPDataProcessor2,1.0
GPT-4_I,NumberConverter,0.0
GPT-4_I,NumberWordFormatter,0.0
GPT-4_I,NumericEntityUnescaper,1.0
GPT-4_I,Order,0.0
GPT-4_I,PageUtil,1.0
GPT-4_I,PDFHandler,0.0
GPT-4_I,PersonRequest,1.0
GPT-4_I,PushBoxGame,1.0
GPT-4_I,RegexUtils,1.0
GPT-4_I,RPGCharacter,0.0
GPT-4_I,Server,0.0
GPT-4_I,ShoppingCart,1.0
GPT-4_I,SignInSystem,1.0
GPT-4_I,Snake,0.0
GPT-4_I,SplitSentence,0.0
GPT-4_I,SQLGenerator,0.0
GPT-4_I,SQLQueryBuilder,0.0
GPT-4_I,Statistics3,0.0
GPT-4_I,StockPortfolioTracker,0.0
GPT-4_I,StudentDatabaseProcessor,1.0
GPT-4_I,TextFileProcessor,0.0
GPT-4_I,Thermostat,0.0
GPT-4_I,TicTacToe,1.0
GPT-4_I,TimeUtils,1.0
GPT-4_I,TriCalculator,0.0
GPT-4_I,TwentyFourPointGame,0.0
GPT-4_I,URLHandler,0.0
GPT-4_I,UrlPath,0.0
GPT-4_I,UserLoginDB,0.0
GPT-4_I,VectorUtil,0.0
GPT-4_I,VendingMachine,0.0
GPT-4_I,Warehouse,1.0
GPT-4_I,WeatherSystem,0.0
GPT-4_I,Words2Numbers,0.0
GPT-4_I,XMLProcessor,0.0
GPT-4_I,ZipFileProcessor,1.0
Incoder_C,AccessGatewayFilter,0.0
Incoder_C,AreaCalculator,0.0
Incoder_C,ArgumentParser,0.0
Incoder_C,ArrangementCalculator,0.0
Incoder_C,AssessmentSystem,1.0
Incoder_C,AutomaticGuitarSimulator,0.0
Incoder_C,AvgPartition,0.0
Incoder_C,BalancedBrackets,0.0
Incoder_C,BankAccount,0.0
Incoder_C,BigNumCalculator,0.0
Incoder_C,BinaryDataProcessor,0.0
Incoder_C,BitStatusUtil,0.0
Incoder_C,BlackjackGame,0.0
Incoder_C,BookManagement,0.0
Incoder_C,BookManagementDB,0.0
Incoder_C,BoyerMooreSearch,0.0
Incoder_C,Calculator,0.0
Incoder_C,CalendarUtil,0.0
Incoder_C,CamelCaseMap,0.0
Incoder_C,ChandrasekharSieve,0.0
Incoder_C,Chat,0.0
Incoder_C,Classroom,0.0
Incoder_C,ClassRegistrationSystem,0.0
Incoder_C,CombinationCalculator,0.0
Incoder_C,ComplexCalculator,0.0
Incoder_C,CookiesUtil,0.0
Incoder_C,CSVProcessor,0.0
Incoder_C,CurrencyConverter,0.0
Incoder_C,DatabaseProcessor,0.0
Incoder_C,DataStatistics,0.0
Incoder_C,DataStatistics2,0.0
Incoder_C,DataStatistics4,0.0
Incoder_C,DecryptionUtils,0.0
Incoder_C,DiscountStrategy,0.0
Incoder_C,DocFileHandler,0.0
Incoder_C,EightPuzzle,0.0
Incoder_C,EmailClient,0.0
Incoder_C,EncryptionUtils,0.0
Incoder_C,ExcelProcessor,0.0
Incoder_C,ExpressionCalculator,0.0
Incoder_C,FitnessTracker,0.0
Incoder_C,GomokuGame,0.0
Incoder_C,Hotel,1.0
Incoder_C,HRManagementSystem,0.0
Incoder_C,HtmlUtil,0.0
Incoder_C,ImageProcessor,0.0
Incoder_C,Interpolation,0.0
Incoder_C,IPAddress,0.0
Incoder_C,IpUtil,0.0
Incoder_C,JobMarketplace,0.0
Incoder_C,JSONProcessor,0.0
Incoder_C,KappaCalculator,0.0
Incoder_C,Lemmatization,0.0
Incoder_C,LongestWord,0.0
Incoder_C,MahjongConnect,0.0
Incoder_C,Manacher,0.0
Incoder_C,MetricsCalculator,0.0
Incoder_C,MetricsCalculator2,0.0
Incoder_C,MinesweeperGame,0.0
Incoder_C,MovieBookingSystem,0.0
Incoder_C,MovieTicketDB,0.0
Incoder_C,MusicPlayer,1.0
Incoder_C,NLPDataProcessor,0.0
Incoder_C,NLPDataProcessor2,0.0
Incoder_C,NumberConverter,0.0
Incoder_C,NumberWordFormatter,0.0
Incoder_C,NumericEntityUnescaper,0.0
Incoder_C,Order,0.0
Incoder_C,PageUtil,0.0
Incoder_C,PDFHandler,0.0
Incoder_C,PersonRequest,0.0
Incoder_C,PushBoxGame,0.0
Incoder_C,RegexUtils,0.0
Incoder_C,RPGCharacter,0.0
Incoder_C,Server,0.0
Incoder_C,ShoppingCart,0.0
Incoder_C,SignInSystem,0.0
Incoder_C,Snake,0.0
Incoder_C,SplitSentence,0.0
Incoder_C,SQLGenerator,0.0
Incoder_C,SQLQueryBuilder,0.0
Incoder_C,Statistics3,0.0
Incoder_C,StockPortfolioTracker,0.0
Incoder_C,StudentDatabaseProcessor,0.0
Incoder_C,TextFileProcessor,0.0
Incoder_C,Thermostat,0.0
Incoder_C,TicTacToe,0.0
Incoder_C,TimeUtils,0.0
Incoder_C,TriCalculator,0.0
Incoder_C,TwentyFourPointGame,0.0
Incoder_C,URLHandler,0.0
Incoder_C,UrlPath,0.0
Incoder_C,UserLoginDB,0.0
Incoder_C,VectorUtil,0.0
Incoder_C,VendingMachine,0.0
Incoder_C,Warehouse,0.0
Incoder_C,WeatherSystem,0.0
Incoder_C,Words2Numbers,0.0
Incoder_C,XMLProcessor,0.0
Incoder_C,ZipFileProcessor,1.0
Incoder_H,AccessGatewayFilter,0.0
Incoder_H,AreaCalculator,0.0
Incoder_H,ArgumentParser,0.0
Incoder_H,ArrangementCalculator,0.0
Incoder_H,AssessmentSystem,1.0
Incoder_H,AutomaticGuitarSimulator,0.0
Incoder_H,AvgPartition,0.0
Incoder_H,BalancedBrackets,0.0
Incoder_H,BankAccount,0.0
Incoder_H,BigNumCalculator,0.0
Incoder_H,BinaryDataProcessor,0.0
Incoder_H,BitStatusUtil,0.0
Incoder_H,BlackjackGame,0.0
Incoder_H,BookManagement,0.0
Incoder_H,BookManagementDB,0.0
Incoder_H,BoyerMooreSearch,0.0
Incoder_H,Calculator,0.0
Incoder_H,CalendarUtil,0.0
Incoder_H,CamelCaseMap,0.0
Incoder_H,ChandrasekharSieve,0.0
Incoder_H,Chat,0.0
Incoder_H,Classroom,0.0
Incoder_H,ClassRegistrationSystem,0.0
Incoder_H,CombinationCalculator,0.0
