model,strategy,file,base_task,status,ncloc,sqale_index,cognitive_complexity,complexity,code_smells,pass_val,fqs
GroundTruth,GT,ChandrasekharSieve.py,ChandrasekharSieve,Success,22.0,0.0,10.0,9.0,0.0,1.0,1.0
GroundTruth,GT,Chat.py,Chat,Success,33.0,0.0,7.0,10.0,0.0,1.0,1.0
GroundTruth,GT,ClassRegistrationSystem.py,ClassRegistrationSystem,Success,35.0,0.0,13.0,14.0,0.0,1.0,1.0
GroundTruth,GT,Classroom.py,Classroom,Success,30.0,0.0,12.0,14.0,0.0,1.0,1.0
GroundTruth,GT,CombinationCalculator.py,CombinationCalculator,Success,33.0,10.0,8.0,14.0,5.0,1.0,0.9696969696969697
GroundTruth,GT,ComplexCalculator.py,ComplexCalculator,Success,25.0,5.0,,5.0,1.0,1.0,0.98
GroundTruth,GT,CookiesUtil.py,CookiesUtil,Success,24.0,5.0,2.0,5.0,1.0,1.0,0.9791666666666666
GroundTruth,GT,CSVProcessor.py,CSVProcessor,Success,26.0,12.0,2.0,5.0,3.0,1.0,0.9538461538461538
GroundTruth,GT,CurrencyConverter.py,CurrencyConverter,Success,30.0,0.0,5.0,10.0,0.0,1.0,1.0
GroundTruth,GT,DatabaseProcessor.py,DatabaseProcessor,Success,37.0,0.0,3.0,7.0,0.0,1.0,1.0
GroundTruth,GT,DataStatistics.py,DataStatistics,Success,18.0,0.0,2.0,5.0,0.0,1.0,1.0
GroundTruth,GT,DataStatistics2.py,DataStatistics2,Success,16.0,0.0,,7.0,0.0,1.0,1.0
GroundTruth,GT,DataStatistics4.py,DataStatistics4,Success,33.0,0.0,3.0,7.0,0.0,1.0,1.0
GroundTruth,GT,DecryptionUtils.py,DecryptionUtils,Success,54.0,0.0,29.0,19.0,0.0,1.0,1.0
GroundTruth,GT,DiscountStrategy.py,DiscountStrategy,Success,28.0,15.0,7.0,11.0,3.0,1.0,0.9464285714285714
GroundTruth,GT,DocFileHandler.py,DocFileHandler,Success,51.0,15.0,7.0,9.0,3.0,1.0,0.9705882352941176
GroundTruth,GT,EightPuzzle.py,EightPuzzle,Success,46.0,0.0,22.0,17.0,0.0,1.0,1.0
GroundTruth,GT,EmailClient.py,EmailClient,Success,46.0,0.0,11.0,15.0,0.0,1.0,1.0
GroundTruth,GT,EncryptionUtils.py,EncryptionUtils,Success,44.0,0.0,25.0,16.0,0.0,1.0,1.0
GroundTruth,GT,ExcelProcessor.py,ExcelProcessor,Success,41.0,17.0,10.0,10.0,4.0,1.0,0.9585365853658536
GroundTruth,GT,ExpressionCalculator.py,ExpressionCalculator,Success,92.0,14.0,51.0,31.0,1.0,1.0,0.9847826086956522
GroundTruth,GT,FitnessTracker.py,FitnessTracker,Success,36.0,9.0,10.0,8.0,3.0,1.0,0.975
GroundTruth,GT,GomokuGame.py,GomokuGame,Success,33.0,0.0,24.0,15.0,0.0,1.0,1.0
GroundTruth,GT,Hotel.py,Hotel,Success,35.0,0.0,14.0,12.0,0.0,1.0,1.0
GroundTruth,GT,HRManagementSystem.py,HRManagementSystem,Success,46.0,0.0,21.0,16.0,0.0,1.0,1.0
GroundTruth,GT,HtmlUtil.py,HtmlUtil,Success,64.0,12.0,26.0,19.0,1.0,1.0,0.98125
GroundTruth,GT,ImageProcessor.py,ImageProcessor,Success,19.0,0.0,4.0,10.0,0.0,1.0,1.0
GroundTruth,GT,Interpolation.py,Interpolation,Success,33.0,5.0,21.0,11.0,1.0,1.0,0.9848484848484849
GroundTruth,GT,IPAddress.py,IPAddress,Success,24.0,0.0,11.0,12.0,0.0,1.0,1.0
GroundTruth,GT,IpUtil.py,IpUtil,Success,23.0,0.0,3.0,3.0,0.0,1.0,1.0
GroundTruth,GT,JobMarketplace.py,JobMarketplace,Success,32.0,0.0,10.0,15.0,0.0,1.0,1.0
GroundTruth,GT,JSONProcessor.py,JSONProcessor,Success,29.0,10.0,7.0,7.0,2.0,1.0,0.9655172413793104
GroundTruth,GT,KappaCalculator.py,KappaCalculator,Success,36.0,26.0,5.0,6.0,10.0,1.0,0.9277777777777778
GroundTruth,GT,Lemmatization.py,Lemmatization,Success,36.0,0.0,7.0,7.0,0.0,1.0,1.0
GroundTruth,GT,LongestWord.py,LongestWord,Success,16.0,0.0,4.0,6.0,0.0,1.0,1.0
GroundTruth,GT,MahjongConnect.py,MahjongConnect,Success,50.0,10.0,24.0,23.0,3.0,1.0,0.98
GroundTruth,GT,Manacher.py,Manacher,Success,24.0,0.0,9.0,11.0,0.0,1.0,1.0
GroundTruth,GT,MetricsCalculator.py,MetricsCalculator,Success,39.0,0.0,14.0,16.0,0.0,1.0,1.0
GroundTruth,GT,MetricsCalculator2.py,MetricsCalculator2,Success,82.0,103.0,62.0,27.0,13.0,1.0,0.874390243902439
GroundTruth,GT,MinesweeperGame.py,MinesweeperGame,Success,57.0,85.0,76.0,52.0,7.0,1.0,0.8508771929824561
GroundTruth,GT,MovieBookingSystem.py,MovieBookingSystem,Success,32.0,0.0,15.0,11.0,0.0,1.0,1.0
GroundTruth,GT,MovieTicketDB.py,MovieTicketDB,Success,34.0,0.0,,5.0,0.0,1.0,1.0
GroundTruth,GT,MusicPlayer.py,MusicPlayer,Success,55.0,0.0,22.0,20.0,0.0,1.0,1.0
GroundTruth,GT,NLPDataProcessor.py,NLPDataProcessor,Success,17.0,0.0,6.0,6.0,0.0,1.0,1.0
GroundTruth,GT,NLPDataProcessor2.py,NLPDataProcessor2,Success,21.0,0.0,2.0,5.0,0.0,1.0,1.0
GroundTruth,GT,NumberConverter.py,NumberConverter,Success,25.0,0.0,,6.0,0.0,1.0,1.0
GroundTruth,GT,NumberWordFormatter.py,NumberWordFormatter,Success,53.0,5.0,18.0,14.0,1.0,1.0,0.9905660377358491
GroundTruth,GT,NumericEntityUnescaper.py,NumericEntityUnescaper,Success,34.0,27.0,28.0,15.0,3.0,1.0,0.9205882352941176
GroundTruth,GT,Order.py,Order,Success,26.0,0.0,9.0,9.0,0.0,1.0,1.0
GroundTruth,GT,PageUtil.py,PageUtil,Success,39.0,0.0,4.0,9.0,0.0,1.0,1.0
GroundTruth,GT,PDFHandler.py,PDFHandler,Success,21.0,0.0,6.0,7.0,0.0,1.0,1.0
GroundTruth,GT,PersonRequest.py,PersonRequest,Success,21.0,36.0,6.0,10.0,9.0,1.0,0.8285714285714285
GroundTruth,GT,PushBoxGame.py,PushBoxGame,Success,53.0,0.0,23.0,14.0,0.0,1.0,1.0
GroundTruth,GT,RegexUtils.py,RegexUtils,Success,32.0,0.0,2.0,11.0,0.0,1.0,1.0
GroundTruth,GT,RPGCharacter.py,RPGCharacter,Success,34.0,0.0,6.0,10.0,0.0,1.0,1.0
GroundTruth,GT,Server.py,Server,Success,38.0,0.0,13.0,16.0,0.0,1.0,1.0
GroundTruth,GT,ShoppingCart.py,ShoppingCart,Success,17.0,5.0,4.0,7.0,1.0,1.0,0.9705882352941176
GroundTruth,GT,SignInSystem.py,SignInSystem,Success,34.0,0.0,14.0,13.0,0.0,1.0,1.0
GroundTruth,GT,Snake.py,Snake,Success,38.0,6.0,7.0,10.0,3.0,1.0,0.9842105263157894
GroundTruth,GT,SplitSentence.py,SplitSentence,Success,17.0,5.0,3.0,5.0,1.0,1.0,0.9705882352941176
GroundTruth,GT,SQLGenerator.py,SQLGenerator,Success,30.0,0.0,3.0,9.0,0.0,1.0,1.0
GroundTruth,GT,SQLQueryBuilder.py,SQLQueryBuilder,Success,27.0,12.0,4.0,8.0,2.0,1.0,0.9555555555555555
GroundTruth,GT,Statistics3.py,Statistics3,Success,60.0,0.0,11.0,17.0,0.0,1.0,1.0
GroundTruth,GT,StockPortfolioTracker.py,StockPortfolioTracker,Success,44.0,0.0,15.0,18.0,0.0,1.0,1.0
GroundTruth,GT,StudentDatabaseProcessor.py,StudentDatabaseProcessor,Success,45.0,0.0,,5.0,0.0,1.0,1.0
GroundTruth,GT,TextFileProcessor.py,TextFileProcessor,Success,19.0,0.0,,6.0,0.0,1.0,1.0
GroundTruth,GT,Thermostat.py,Thermostat,Success,47.0,0.0,18.0,16.0,0.0,1.0,1.0
GroundTruth,GT,TicTacToe.py,TicTacToe,Success,28.0,2.0,15.0,14.0,1.0,1.0,0.9928571428571429
GroundTruth,GT,TimeUtils.py,TimeUtils,Success,27.0,20.0,,8.0,4.0,1.0,0.9259259259259259
GroundTruth,GT,TriCalculator.py,TriCalculator,Success,39.0,5.0,8.0,11.0,1.0,1.0,0.9871794871794872
GroundTruth,GT,TwentyFourPointGame.py,TwentyFourPointGame,Success,37.0,10.0,16.0,15.0,2.0,1.0,0.972972972972973
GroundTruth,GT,URLHandler.py,URLHandler,Success,45.0,0.0,18.0,16.0,0.0,1.0,1.0
GroundTruth,GT,UrlPath.py,UrlPath,Success,23.0,0.0,9.0,9.0,0.0,1.0,1.0
GroundTruth,GT,UserLoginDB.py,UserLoginDB,Success,27.0,0.0,2.0,7.0,0.0,1.0,1.0
GroundTruth,GT,VectorUtil.py,VectorUtil,Success,36.0,0.0,4.0,8.0,0.0,1.0,1.0
GroundTruth,GT,VendingMachine.py,VendingMachine,Success,35.0,0.0,13.0,13.0,0.0,1.0,1.0
GroundTruth,GT,Warehouse.py,Warehouse,Success,33.0,0.0,11.0,13.0,0.0,1.0,1.0
GroundTruth,GT,WeatherSystem.py,WeatherSystem,Success,26.0,0.0,7.0,8.0,0.0,1.0,1.0
GroundTruth,GT,Words2Numbers.py,Words2Numbers,Success,61.0,14.0,42.0,20.0,1.0,1.0,0.9770491803278688
GroundTruth,GT,XMLProcessor.py,XMLProcessor,Success,27.0,10.0,3.0,6.0,2.0,1.0,0.962962962962963
GroundTruth,GT,ZipFileProcessor.py,ZipFileProcessor,Success,32.0,20.0,5.0,6.0,4.0,1.0,0.9375
WizardCoder-15B-V1.0,H,AccessGatewayFilter.py,AccessGatewayFilter,Fail,25.0,10.0,9.0,11.0,4.0,0.0,0.0
WizardCoder-15B-V1.0,H,AreaCalculator.py,AreaCalculator,error,9.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,ArgumentParser.py,ArgumentParser,error,9.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,ArrangementCalculator.py,ArrangementCalculator,error,25.0,0.0,6.0,10.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,AssessmentSystem.py,AssessmentSystem,Success,41.0,0.0,18.0,18.0,0.0,1.0,1.0
WizardCoder-15B-V1.0,H,AutomaticGuitarSimulator.py,AutomaticGuitarSimulator,error,5.0,0.0,,3.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,AvgPartition.py,AvgPartition,Success,13.0,5.0,1.0,4.0,1.0,1.0,0.9615384615384616
WizardCoder-15B-V1.0,H,BalancedBrackets.py,BalancedBrackets,Success,19.0,0.0,10.0,7.0,0.0,1.0,1.0
WizardCoder-15B-V1.0,H,BankAccount.py,BankAccount,Success,24.0,6.0,5.0,10.0,1.0,1.0,0.975
WizardCoder-15B-V1.0,H,BigNumCalculator.py,BigNumCalculator,error,7.0,0.0,,3.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,BinaryDataProcessor.py,BinaryDataProcessor,Fail,15.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,BitStatusUtil.py,BitStatusUtil,error,12.0,0.0,4.0,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,BlackjackGame.py,BlackjackGame,error,9.0,0.0,,4.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,BookManagement.py,BookManagement,error,7.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,BookManagementDB.py,BookManagementDB,error,12.0,0.0,,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,BoyerMooreSearch.py,BoyerMooreSearch,Fail,7.0,6.0,,4.0,3.0,0.0,0.0
WizardCoder-15B-V1.0,H,Calculator.py,Calculator,error,53.0,9.0,24.0,15.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,CalendarUtil.py,CalendarUtil,error,0.0,0.0,,0.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,CamelCaseMap.py,CamelCaseMap,Fail,18.0,0.0,,8.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,ChandrasekharSieve.py,ChandrasekharSieve,Success,6.0,0.0,,3.0,0.0,1.0,1.0
WizardCoder-15B-V1.0,H,Chat.py,Chat,error,8.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,ClassRegistrationSystem.py,ClassRegistrationSystem,error,0.0,0.0,,0.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Classroom.py,Classroom,error,29.0,0.0,12.0,14.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,CombinationCalculator.py,CombinationCalculator,Fail,24.0,6.0,4.0,8.0,3.0,0.0,0.0
WizardCoder-15B-V1.0,H,ComplexCalculator.py,ComplexCalculator,Fail,11.0,5.0,,5.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,CookiesUtil.py,CookiesUtil,error,20.0,0.0,1.0,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,CSVProcessor.py,CSVProcessor,error,7.0,7.0,,4.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,CurrencyConverter.py,CurrencyConverter,Fail,26.0,0.0,4.0,9.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,DatabaseProcessor.py,DatabaseProcessor,error,9.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,DataStatistics.py,DataStatistics,Success,15.0,0.0,2.0,5.0,0.0,1.0,1.0
WizardCoder-15B-V1.0,H,DataStatistics2.py,DataStatistics2,error,16.0,0.0,,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,DataStatistics4.py,DataStatistics4,Fail,32.0,5.0,,4.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,DecryptionUtils.py,DecryptionUtils,Fail,16.0,0.0,8.0,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,DiscountStrategy.py,DiscountStrategy,error,35.0,20.0,7.0,12.0,4.0,0.0,0.0
WizardCoder-15B-V1.0,H,DocFileHandler.py,DocFileHandler,error,49.0,10.0,10.0,10.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,EightPuzzle.py,EightPuzzle,error,8.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,EmailClient.py,EmailClient,error,11.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,EncryptionUtils.py,EncryptionUtils,Success,53.0,16.0,42.0,18.0,1.0,1.0,0.969811320754717
WizardCoder-15B-V1.0,H,ExcelProcessor.py,ExcelProcessor,error,7.0,7.0,,4.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,ExpressionCalculator.py,ExpressionCalculator,error,80.0,9.0,35.0,23.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,FitnessTracker.py,FitnessTracker,error,13.0,7.0,,4.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,GomokuGame.py,GomokuGame,error,8.0,0.0,,4.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Hotel.py,Hotel,error,9.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,HRManagementSystem.py,HRManagementSystem,error,0.0,0.0,,0.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,HtmlUtil.py,HtmlUtil,Fail,37.0,0.0,8.0,9.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,ImageProcessor.py,ImageProcessor,error,9.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Interpolation.py,Interpolation,Fail,9.0,5.0,,3.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,IPAddress.py,IPAddress,error,6.0,0.0,,4.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,IpUtil.py,IpUtil,error,24.0,0.0,3.0,3.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,JobMarketplace.py,JobMarketplace,error,10.0,0.0,,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,JSONProcessor.py,JSONProcessor,PartialSuccess,37.0,0.0,7.0,6.0,0.0,0.75,0.75
WizardCoder-15B-V1.0,H,KappaCalculator.py,KappaCalculator,Fail,18.0,14.0,,2.0,7.0,0.0,0.0
WizardCoder-15B-V1.0,H,Lemmatization.py,Lemmatization,error,34.0,0.0,7.0,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,LongestWord.py,LongestWord,PartialSuccess,16.0,0.0,6.0,6.0,0.0,0.5,0.5
WizardCoder-15B-V1.0,H,MahjongConnect.py,MahjongConnect,error,0.0,0.0,,0.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Manacher.py,Manacher,error,22.0,0.0,8.0,10.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,MetricsCalculator.py,MetricsCalculator,error,34.0,30.0,8.0,10.0,6.0,0.0,0.0
WizardCoder-15B-V1.0,H,MetricsCalculator2.py,MetricsCalculator2,error,50.0,15.0,17.0,11.0,3.0,0.0,0.0
WizardCoder-15B-V1.0,H,MinesweeperGame.py,MinesweeperGame,error,67.0,47.0,62.0,37.0,5.0,0.0,0.0
WizardCoder-15B-V1.0,H,MovieBookingSystem.py,MovieBookingSystem,error,8.0,0.0,,4.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,MovieTicketDB.py,MovieTicketDB,error,10.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,MusicPlayer.py,MusicPlayer,error,13.0,0.0,,9.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,NLPDataProcessor.py,NLPDataProcessor,error,4.0,0.0,,3.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,NLPDataProcessor2.py,NLPDataProcessor2,Success,22.0,0.0,4.0,6.0,0.0,1.0,1.0
WizardCoder-15B-V1.0,H,NumberConverter.py,NumberConverter,error,13.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,NumberWordFormatter.py,NumberWordFormatter,error,14.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,NumericEntityUnescaper.py,NumericEntityUnescaper,Fail,42.0,35.0,43.0,19.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,Order.py,Order,Fail,26.0,5.0,13.0,10.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,PageUtil.py,PageUtil,error,37.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,PDFHandler.py,PDFHandler,error,7.0,0.0,,3.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,PersonRequest.py,PersonRequest,Success,17.0,26.0,5.0,10.0,7.0,1.0,0.8470588235294118
WizardCoder-15B-V1.0,H,PushBoxGame.py,PushBoxGame,error,13.0,0.0,,4.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,RegexUtils.py,RegexUtils,error,12.0,0.0,,10.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,RPGCharacter.py,RPGCharacter,error,13.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Server.py,Server,error,10.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,ShoppingCart.py,ShoppingCart,error,7.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,SignInSystem.py,SignInSystem,error,8.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Snake.py,Snake,error,14.0,6.0,,5.0,3.0,0.0,0.0
WizardCoder-15B-V1.0,H,SplitSentence.py,SplitSentence,Fail,16.0,0.0,3.0,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,SQLGenerator.py,SQLGenerator,error,9.0,0.0,,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,SQLQueryBuilder.py,SQLQueryBuilder,error,9.0,0.0,,4.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Statistics3.py,Statistics3,error,60.0,10.0,12.0,14.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,StockPortfolioTracker.py,StockPortfolioTracker,error,49.0,5.0,20.0,20.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,StudentDatabaseProcessor.py,StudentDatabaseProcessor,error,8.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,TextFileProcessor.py,TextFileProcessor,error,8.0,0.0,,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Thermostat.py,Thermostat,error,13.0,0.0,,8.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,TicTacToe.py,TicTacToe,Fail,17.0,2.0,5.0,10.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,TimeUtils.py,TimeUtils,Success,24.0,0.0,,8.0,0.0,1.0,1.0
WizardCoder-15B-V1.0,H,TriCalculator.py,TriCalculator,error,9.0,5.0,,6.0,1.0,0.0,0.0
WizardCoder-15B-V1.0,H,TwentyFourPointGame.py,TwentyFourPointGame,PartialSuccess,21.0,10.0,2.0,5.0,2.0,0.75,0.7142857142857142
WizardCoder-15B-V1.0,H,URLHandler.py,URLHandler,Fail,20.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,UrlPath.py,UrlPath,Fail,16.0,0.0,1.0,5.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,UserLoginDB.py,UserLoginDB,Fail,21.0,0.0,,6.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,VectorUtil.py,VectorUtil,error,12.0,0.0,,4.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,VendingMachine.py,VendingMachine,Fail,33.0,0.0,11.0,11.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Warehouse.py,Warehouse,error,10.0,0.0,,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,WeatherSystem.py,WeatherSystem,Fail,23.0,0.0,5.0,7.0,0.0,0.0,0.0
WizardCoder-15B-V1.0,H,Words2Numbers.py,Words2Numbers,error,42.0,26.0,24.0,16.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,XMLProcessor.py,XMLProcessor,Fail,35.0,10.0,6.0,8.0,2.0,0.0,0.0
WizardCoder-15B-V1.0,H,ZipFileProcessor.py,ZipFileProcessor,error,8.0,0.0,,5.0,0.0,0.0,0.0
